page_content,source
Personal FinanceEXPLOREHomeInvestingInsuranceBankingFinancial PlanningPropertyToolsVideoAsk ExpertExplainerNPSFIXED DEPOSITFDs @ 9.1% p.a.Fixed Deposit ComparisonFixed Deposit Interest CalculatorCorporate DepositsTAXIncome tax Filing GuideIncome Tax Calculator											 LTCG Tax on PropertyLOANS & CREDIT CARDSHomeLoans												 EMI CalculatorCar Loan CalculatorHome Loan CalculatorEducation Loan CalculatorCredit Card Debit Payoff CalculatorTOOLSProvident Fund CalculatorAssets Allocation PlanningDebt Reduction PlannerDebt Evaluation CalculatorCurrent Expense CalculatorFREE CREDIT SCORE₹100 Cash RewardREAL ESTATE : TRENDS & ANALYTICSMC 30MONEYCONTROL - SECURENOW HEALTH INSURANCE RATINGSGOLD PRICE TODAYUpcoming Chat | Previous TranscriptsAll Schedule | Previous Transcript,https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"ForumEXPLORE FORUMHomepageMembership RulesForum TopicsAsk the ExpertTop BoardersUSER PROFILEFORUM TOPICSLatest ThreadsStocksIndexGoldPersonal FinanceJust PostedMF FORUMPOLLSLatest PollsHistorical PollsMarket SentimentsSUPPORTFAQsCode of ConductFeedbackWrite to us

VideosVIDEOSHomepageVideos on DemandMarkets with Santo & CJMorning TradeCommodities chat with Manisha GuptaLet`s Talk JobsThe TenantDrive ReportBajar GupshupBits To BillionsPODCASTHomepagePodcast on DemandThe Week on Dalal StreetMarket MinutesMC Special PodcastSimply SavePolicy TalksLIVE TVHindiGujarati",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"Invest Now.investNW .invest-top-sec{flex-direction: column;height:55px;}
		.invst-menu .mcp_btn_blue_tp {top:103%;right:auto;left:10px;}
		.invst-menu .subc_list>li:first-child{min-height:auto;}
		.invst-menu .subc_list>li:first-child:hover{background:#fff;}
		.investNW .subc_fl, .investNW .subc_fr{width:33%;padding-right:10px;border-right: 1px dotted #CBCBCB;overflow: hidden;height: 200px;}
		.investNW .subc_fr {padding-left:10px;}
		.investNW .subc_fr:last-child {border-right: none;}
		.investNW .subc_list>li>a{padding:7px 0px 7px 10px;height:115px;}
		.investNW .tit-txt1 {padding-right:10px !important;}
		.investNW .tit-txt2{padding-right:10px;}
		.investNW .subc_list.first{border-left:none;}
		.investNW .rgt-sd{margin-top:5px;}",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
".investNW .sepInvsli a.pdg_btm{ padding-bottom: 46px; }
		.header_desktop.header1024 .investNW .sepInvsli a.pdg_btm{padding-bottom: 0px;}
		@media screen and (max-width:1279px) { 
			.investNW .sepInvsli a.pdg_btm{ padding-bottom: 0px; } 
		}INVEST IN CRYPTOassetsPowered By Invest in top cryptocurrencies all over the worldSee the top gainers, losers, invest and get updated what's happening in the crypto marketInvest NowBOTS Summit (FY 24-25)Powered By Bharat option traders summit - 2024India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in IndiaInvest NowOpen Trading AccountPowered By ""Open Trading Account"" formerly know as TradeNowThis functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner.Invest Now

PRO",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"PRO

Business

Markets

Stocks

Economy

Companies

Trends

IPO

Opinion

EV Special

Home

News

Business

Stocks

Buy Kolte Patil Developers; target of Rs 700: Motilal Oswal

Trending Topics

Saraswati Saree Depot IPO

TruAlt Bioenergy IPO

LTCG tax rule

Interarch Building Products IPO

Sensex Today

Buy Kolte Patil Developers; target of Rs 700: Motilal Oswal

Motilal Oswal is bullish on Kolte Patil Developers recommended buy rating on the stock with a target price of Rs 700 in its research report dated April 09, 2024.

Broker Research

April 10, 2024 / 18:18 IST













Buy

Watchlist

Portfolio

Message

Set Alert

live

bselive

nselive

Volume 

Todays L/H 

More

Motilal Oswal's research report on Kolte Patil Developers",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"April 10, 2024 / 18:18 IST













Buy

Watchlist

Portfolio

Message

Set Alert

live

bselive

nselive

Volume 

Todays L/H 

More

Motilal Oswal's research report on Kolte Patil Developers

A regional leader…: Kolte Patil Developers Ltd. (KPDL) is one of the leading real estate developers in Pune, with a growing presence in the Mumbai Metropolitan Region (MMR) and Bengaluru markets. In over three decades of its presence, KPDL has delivered more than 26msf of projects, with another 43msf in the pipeline at various stages (ongoing/upcoming/future). …with steady performance and healthy balance sheet: During FY12-21, KPDL’s presales bookings remained stagnant at INR12-13b, with occasional spikes in certain years. While company’s debt-averse strategy (net debt-to-equity <0.5x) constrained its growth, KPDL’s emphasis on execution and cash flows ensured that balance sheet further strengthened to a net cash position as of Dec’23.

Story continues below Advertisement

Remove Ad",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"Story continues below Advertisement

Remove Ad

Outlook

We value the existing pipeline and targeted project additions of KPDL in FY24 based on an NPV basis to arrive at a fair value of INR700, indicating potential upside of 34%. We initiate coverage on the stock with a BUY rating.

For all recommendations report, click here

Related stories

Buy Senco Gold; target of Rs 1350: Motilal Oswal

Buy HPCL; target of Rs 460: Motilal Oswal

Hold KNR Constructions: target of Rs 370: Sharekhan

Disclaimer: The views and investment tips expressed by investment experts/broking houses/rating agencies on moneycontrol.com are their own, and not that of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions.

Kolte Patil Developers - 10042024 - moti

Broker Research

Tags:

#Buy

#Kolte-Patil Developers

#Motilal Oswal

#Recommendations

first published: Apr 10, 2024 04:12 pm",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"#trending_election_widget{
		width: 930px;
		margin: 20px auto 20px;
		padding: 15px 25px 15px 20px;
		background: #F7F8FB;
	}
	#trending_election_widget .cust-scroll{ max-height: 93px; overflow-y:auto; scrollbar-color: #d5e0e5 transparent !important; scrollbar-width: thin; scrollbar-height: thin;}
	#trending_election_widget .Electioncarousel{
		width:100%;
		margin:5px auto 0 0;
	}
	#trending_election_widget .Electioncarousel{text-align:center;display: flex;flex-wrap: wrap;}
	#trending_election_widget .Electioncarousel a{ white-space: nowrap;text-wrap: nowrap;padding:8px 15px;border:1px solid #CECECE;border-radius: 20px;margin:5px 4px;height:36px;text-decoration: none;}
	#trending_election_widget .Electioncarousel a:hover, #trending_election_widget .Electioncarousel a:focus{outline:none;}
	#trending_election_widget .Electioncarousel .slick-slide{
	margin:10px 3px;text-align: left;width: auto;}",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"#trending_election_widget .Electioncarousel .slick-slide{
	margin:10px 3px;text-align: left;width: auto;}
	#trending_election_widget .Electioncarousel a span{font:400 13px ""Lato"", sans-serif;color:#333333;display: block;text-transform: capitalize;}
	#trending_election_widget .lhs_txt{display: inline-block;font:900 20px/24px ""Lato"", sans-serif;color:#000;text-transform: uppercase;padding-bottom: 12px;
	border-bottom: 3px solid #CECECE;width:100%;}
	#trending_election_widget .cust-scroll::-webkit-scrollbar {height:6px; width:6px; background-color: transparent; border-radius:5px;} 
	#trending_election_widget .cust-scroll::-webkit-scrollbar-thumb {background-color: #d5e0e5; border-radius:5px;}
	@media screen and (max-width:980px){
		#trending_election_widget{width:auto; padding: 15px 12px 5px 12px;margin: 10px auto 20px;}
		#trending_election_widget .lhs_txt{font:700 16px/19px ""Lato"", sans-serif;}",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"#trending_election_widget{width:auto; padding: 15px 12px 5px 12px;margin: 10px auto 20px;}
		#trending_election_widget .lhs_txt{font:700 16px/19px ""Lato"", sans-serif;}
		#trending_election_widget .Electioncarousel a span{font:400 11px/10px ""Lato"", sans-serif;}
		#trending_election_widget .Electioncarousel a{padding:8px 12px;height:auto;}
		#trending_election_widget .cust-scroll{max-height: 118px;}
		#trending_election_widget .cust-scroll::-webkit-scrollbar { width:9px;} 
	}",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"Top Trends

Angel Tax

Wipro

Budget news

New Income tax slab

IPO News

Advertisement

Remove Ad

Trending news

Bengaluru YouTuber goes to buy Harvard merch in US, finds Rs 12,000 jacket 'Made in Pakistan'

Bengaluru lawyer outraged by Indigo's Rs 50 'cute charge': 'Do you charge users for being cute?'

Hyderabad airport leaks after heavy rainfall. 'Absolutely no leakage on the roof' claims admin. Watch

Cockroaches found in dal served on Vande Bharat. 'My 80-year-old father ate the food': Mumbai man

Study shows 49% Gen Z feels stressed, anxious after using social media. Here's why they can't quit

Advisory Alert:

grievanceofficer@nw18.com or call on 02268882347

Forum

Facebook

Twitter

Instagram

Linkedin

RSS

Portfolio

Markets

Watchlist

Live TV Show

Currencies

FREE Credit Score₹100 Cash Reward

Commodities

Fixed Deposits

Fixed Income

Personal Finance

Mutual Fund

Pre-Market

IPO

Global Market

Budget 2024

Elections 2024

Gold Rate

BSE Sensex

Forum

MC 30

News",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"Commodities

Fixed Deposits

Fixed Income

Personal Finance

Mutual Fund

Pre-Market

IPO

Global Market

Budget 2024

Elections 2024

Gold Rate

BSE Sensex

Forum

MC 30

News

Business

Markets

Stocks

Income Tax Calculator

India News

ITR Filing 2023-24

Economy

Mutual Funds

Personal Finance

IPO News

Startups

Stocks:

A |

B |

C |

D |

E |

F |

G |

H |

I |

J |

K |

L |

M |

N |

O |

P |

Q |

R |

S |

T |

U |

V |

W |

X |

Y |

Z |

Others

Mutual Funds:

A 
             |

B 
             |

C 
             |

D 
             |

E 
             |

F 
             |

G 
             |

H 
             |

I 
             |

J 
             |

K 
             |

L 
             |

M 
             |

N 
             |

O 
             |

P 
             |

Q 
             |

R 
             |

S 
             |

T 
             |

U 
             |

V 
             |

W 
             |

X 
             |

Y 
             |",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"P 
             |

Q 
             |

R 
             |

S 
             |

T 
             |

U 
             |

V 
             |

W 
             |

X 
             |

Y 
             |

Visit the App Store to see all our apps:

Download from Google Play

Download from APP Store

Download from Windows Phone

Tools

Retirement Planning

EMI Calculator

SIP Calculator

SIP Planner

Useful Links

Crypto News

Bank Holidays in India

Gold Rate Today

Silver Rate Today

Trending News

Startups

National News

MC Videos

MC You Tube

House Purchase Index

Best Portfolio Manager

Small Savings Schemes

Bonds

TopperLearning

Clear Study Doubts

Education Franchisee Opportunity

Specials

Master Your Money

Game Changers

Investment Watch

PowerYourTrade

Focus

SME Step Up

Network 18 Sites

News18

Firstpost

CNBC TV18

News18 Hindi

Cricketnext

Overdrive

Topper Learning

About us |

Contact Us |

Advisory Alert |

Advertise with Us |

Support |

Disclaimer |",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"Network 18 Sites

News18

Firstpost

CNBC TV18

News18 Hindi

Cricketnext

Overdrive

Topper Learning

About us |

Contact Us |

Advisory Alert |

Advertise with Us |

Support |

Disclaimer |

Privacy Policy |

Cookie Policy |

Terms & Conditions |

Careers |

Financial Terms (Glossary) |

FAQs |

Sitemap |

RSS Feed |

Investors

Copyright © e-Eighteen.com Ltd. All rights reserved. Reproduction of news articles, photos, videos or any other content in whole or in part in any form 
        or medium without express writtern permission of moneycontrol.com is prohibited.

You got 30 Day’s Trial of

Grab it Now

Ad-Free Experience

Top Articles from Financial Times

Actionable Insights

MC Research

Economic Calendar

& Many More

You are already a Moneycontrol Pro user.

Subhash Helgaokar",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"English

Hindi

Gujarati

Specials

Trending Stocks

Ola Electric INE0LXG01040, OLAELEC, 544225

Suzlon Energy INE040H01021, SUZLON, 532667

Adani Enterpris INE423A01024, ADANIENT, 512599

Rail Vikas INE415G01027, RVNL, 542649

IRFC INE053F01010, IRFC, 543257



Quotes

Mutual Funds

Commodities

Futures & Options

Currency

News

Cryptocurrency

Forum

Notices

Videos

Glossary

All

Hello, Login Hello, LoginLog-inor Sign-UpMy AccountMy Profile My PortfolioMy WatchlistFREE Credit Score₹100 Cash RewardFixed DepositsMy AlertsMy MessagesPrice AlertsMy Profile My PROMy PortfolioMy WatchlistFREE Credit Score₹100 Cash RewardFixed DepositsMy AlertsMy MessagesPrice AlertsLogoutChat with UsDownload AppFollow us on:

Go Ad-Free

My Alerts",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
"
MarketsHOMEINDIAN INDICESSTOCK ACTIONAll StatsTop GainersTop LosersOnly BuyersOnly Sellers52 Week High52 Week LowPrice ShockersVolume ShockersMost Active StocksGLOBAL MARKETSUS MARKETSSEASONALITY ANALYSISSTOCK SCANNERECONOMIC INDICATORSECONOMIC CALENDARMARKET ACTIONDashboardF&OFII & DII ActivityCorporate ActionEARNINGSCOMMODITYSECTOR ANALYSISPRE MARKETRESEARCHInvestment AdviceTechnicalsCURRENCYCRYPTOCURRENCYTECHNICAL TRENDSBIG SHARK PORTFOLIOSIPOBONDSWEBINARINTERVIEW SERIESOTHERSCryptocurrency NewsToolsNewsLATEST NEWSBUSINESSEconomyCompaniesMutual FundsPersonal FinanceIPOStartupReal EstateNATION & WORLDIndiaWorldPoliticsMARKETSStocksTechnical AnalysisEquity ResearchCommoditiesCurrencyGold RateSilver RateAQISPECIALTrendsLatest NewsOpinionExplainersMC BuzzMC FeaturesMC LearnTECHNOLOGYPersonal TechAutoFintechMEDIAPodcastPhotosVideosWeb StoriesCRYPTOCURRENCYOTHERSEntertainmentSportsLifestyleHealth and FitnessEducationJobsScienceAstroTravelTechIndiaPortfolioWatchlistCommoditiesMutual FundsEXPLOREHomeFind FundTop Ranked FundsPerformance TrackerSIP Performance TrackerETF PerformanceNFOTop Performing CategoriesLearnTOOLSReturns CalculatorLumpsum SIP BalancerDelay Cost CalculatorSIP ReturnMF FORUMTRACKYour MF InvestmentMF PricesMC 30Personal FinanceEXPLOREHomeInvestingInsuranceBankingFinancial PlanningPropertyToolsVideoAsk ExpertExplainerNPSFIXED DEPOSITFDs @ 9",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
.1% p.a,https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
.Fixed Deposit ComparisonFixed Deposit Interest CalculatorCorporate DepositsTAXIncome tax Filing GuideIncome Tax Calculator											 LTCG Tax on PropertyLOANS & CREDIT CARDSHomeLoans												 EMI CalculatorCar Loan CalculatorHome Loan CalculatorEducation Loan CalculatorCredit Card Debit Payoff CalculatorTOOLSProvident Fund CalculatorAssets Allocation PlanningDebt Reduction PlannerDebt Evaluation CalculatorCurrent Expense CalculatorFREE CREDIT SCORE₹100 Cash RewardREAL ESTATE : TRENDS & ANALYTICSMC 30MONEYCONTROL - SECURENOW HEALTH INSURANCE RATINGSGOLD PRICE TODAYUpcoming Chat | Previous TranscriptsAll Schedule | Previous TranscriptForumEXPLORE FORUMHomepageMembership RulesForum TopicsAsk the ExpertTop BoardersUSER PROFILEFORUM TOPICSLatest ThreadsStocksIndexGoldPersonal FinanceJust PostedMF FORUMPOLLSLatest PollsHistorical PollsMarket SentimentsSUPPORTFAQsCode of ConductFeedbackWrite to usVideosVIDEOSHomepageVideos on DemandMarkets with Santo & CJMorning TradeCommodities chat with Manisha GuptaLet`s Talk JobsThe TenantDrive ReportBajar GupshupBits To BillionsPODCASTHomepagePodcast on DemandThe Week on Dalal StreetMarket MinutesMC Special PodcastSimply SavePolicy TalksLIVE TVHindiGujaratiInvest Now,https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
.investNW .invest-top-sec{flex-direction: column;height:55px;},https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
".invst-menu .mcp_btn_blue_tp {top:103%;right:auto;left:10px;}
		.invst-menu .subc_list>li:first-child{min-height:auto;}
		.invst-menu .subc_list>li:first-child:hover{background:#fff;}
		.investNW .subc_fl, .investNW .subc_fr{width:33%;padding-right:10px;border-right: 1px dotted #CBCBCB;overflow: hidden;height: 200px;}
		.investNW .subc_fr {padding-left:10px;}
		.investNW .subc_fr:last-child {border-right: none;}
		.investNW .subc_list>li>a{padding:7px 0px 7px 10px;height:115px;}
		.investNW .tit-txt1 {padding-right:10px !important;}
		.investNW .tit-txt2{padding-right:10px;}
		.investNW .subc_list.first{border-left:none;}
		.investNW .rgt-sd{margin-top:5px;}",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
".investNW .sepInvsli a.pdg_btm{ padding-bottom: 46px; }
		.header_desktop.header1024 .investNW .sepInvsli a.pdg_btm{padding-bottom: 0px;}
		@media screen and (max-width:1279px) { 
			.investNW .sepInvsli a.pdg_btm{ padding-bottom: 0px; }",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
".header_desktop.header1024 .investNW .sepInvsli a.pdg_btm{padding-bottom: 0px;}
		@media screen and (max-width:1279px) { 
			.investNW .sepInvsli a.pdg_btm{ padding-bottom: 0px; } 
		}INVEST IN CRYPTOassetsPowered By Invest in top cryptocurrencies all over the worldSee the top gainers, losers, invest and get updated what's happening in the crypto marketInvest NowBOTS Summit (FY 24-25)Powered By Bharat option traders summit - 2024India's Largest Regional Retail Option Traders Summit. (BOTS) is a prestigious options trading event organized by Traders Gurukul. Held on the 2nd OR 3rd Sunday of every month, across top cities in IndiaInvest NowOpen Trading AccountPowered By ""Open Trading Account"" formerly know as TradeNowThis functionality will provide users with ease of access navigation and enable create a new revenue line by generating leads of potential customers for brokers in a more integrated manner.Invest NowPRO BusinessMarketsStocksEconomyCompaniesTrendsIPOOpinionEV Special",https://www.moneycontrol.com/news/business/stocks/buy-kolte-patil-developers-target-of-rs-700-motilal-oswal-12615851.html
